[2025-07-06 22:52:34] Comment: sota, cross environment, train_environment_ids = [1, 3], val_environment_ids = [2]
[2025-07-06 22:52:34] Params: hidden_dim = 128, num_layers = 2, dropout = 0.3, window_size = 250, stride = 25, batch_size = 512, mask_ratio = 0.15 lr = 0.001, weight_decay = 0.0001, num_epochs = 800 alpha = 10, beta = 0.001, gamma = 1 
[2025-07-06 22:52:54] Train y1 count: Counter({20: 6832, 1: 5644, 7: 4321, 30: 3870, 0: 3465, 6: 3345, 13: 3177, 5: 3158, 9: 2770, 3: 2684, 22: 2522, 14: 2406, 4: 2378, 25: 2289, 23: 2152, 26: 2062, 18: 2030, 10: 1964, 24: 1911, 15: 1784, 21: 1755, 27: 1621, 29: 1212, 31: 1138, 32: 475, 33: 162})
[2025-07-06 22:52:54] Train y2 count: Counter({20: 6707, 1: 5479, 7: 4356, 30: 3860, 0: 3515, 6: 3510, 13: 3292, 5: 3258, 3: 2724, 9: 2560, 22: 2557, 4: 2478, 25: 2454, 14: 2366, 23: 2187, 26: 2042, 10: 1984, 24: 1971, 18: 1780, 21: 1765, 15: 1664, 27: 1626, 31: 1188, 29: 1122, 32: 490, 33: 192})
[2025-07-06 22:52:54] Val y1 count: Counter({8: 5048, 1: 3413, 11: 3264, 17: 3076, 19: 2452, 2: 2444, 7: 2334, 16: 2308, 25: 2306, 30: 2262, 22: 2121, 27: 2030, 5: 2026, 0: 1926, 12: 1846, 6: 1838, 28: 1638})
[2025-07-06 22:52:54] Val y2 count: Counter({8: 5028, 1: 3373, 11: 3204, 17: 3016, 2: 2504, 19: 2392, 25: 2326, 30: 2302, 16: 2288, 7: 2234, 22: 2161, 5: 2106, 27: 2030, 0: 1966, 6: 1898, 12: 1826, 28: 1678})
[2025-07-06 22:52:54] y1 class weights: tensor([ 0.5264,  0.3232,  0.0000,  0.6796,  0.7671,  0.5776,  0.5453,  0.4221,
         0.0000,  0.6585,  0.9288,  0.0000,  0.0000,  0.5742,  0.7581,  1.0225,
         0.0000,  0.0000,  0.8986,  0.0000,  0.2670,  1.0394,  0.7233,  0.8476,
         0.9545,  0.7969,  0.8846,  1.1253,  0.0000,  1.5050,  0.4713,  1.6029,
         3.8402, 11.2599])
[2025-07-06 22:52:54] y2 class weights: tensor([ 0.5475,  0.3512,  0.0000,  0.7065,  0.7766,  0.5907,  0.5483,  0.4418,
         0.0000,  0.7517,  0.9700,  0.0000,  0.0000,  0.5846,  0.8134,  1.1565,
         0.0000,  0.0000,  1.0811,  0.0000,  0.2869,  1.0903,  0.7526,  0.8799,
         0.9764,  0.7842,  0.9424,  1.1835,  0.0000,  1.7152,  0.4986,  1.6199,
         3.9274, 10.0230])
[2025-07-06 22:52:54] y1 + y2 class weights: tensor([ 0.5381,  0.3377,  0.0000,  0.6945,  0.7734,  0.5854,  0.5479,  0.4328,
         0.0000,  0.7046,  0.9513,  0.0000,  0.0000,  0.5806,  0.7870,  1.0893,
         0.0000,  0.0000,  0.9858,  0.0000,  0.2774,  1.0670,  0.7395,  0.8656,
         0.9675,  0.7919,  0.9151,  1.1567,  0.0000,  1.6091,  0.4859,  1.6147,
         3.8920, 10.6095])
[2025-07-06 22:54:58] Epoch: 0, train loss: 27.0499, train loss1: 2.2867, train loss2: 926.7070, train loss3: 3.2566, train acc1: 0.3342, train acc2: 0.0782
[2025-07-06 23:13:11] Epoch: 10, train loss: 8.0586, train loss1: 0.4006, train loss2: 926.8651, train loss3: 3.1256, train acc1: 0.8694, train acc2: 0.0975
[2025-07-06 23:13:44] Epoch: 10, val loss: 544.5984, val loss1: 10.9414, val loss2: 528.0195, val loss3: 5.6374, val acc1: 0.2710, val acc2: 0.0000
[2025-07-06 23:14:59] Epoch: 11, train loss: 7.8049, train loss1: 0.3752, train loss2: 926.8119, train loss3: 3.1261, train acc1: 0.8768, train acc2: 0.0971
[2025-07-06 23:15:33] Epoch: 11, val loss: 544.5629, val loss1: 10.8754, val loss2: 527.9651, val loss3: 5.7224, val acc1: 0.2648, val acc2: 0.0000
[2025-07-06 23:16:50] Epoch: 12, train loss: 7.5716, train loss1: 0.3520, train loss2: 926.7742, train loss3: 3.1252, train acc1: 0.8831, train acc2: 0.0975
[2025-07-06 23:17:22] Epoch: 12, val loss: 545.3697, val loss1: 11.7188, val loss2: 527.9659, val loss3: 5.6849, val acc1: 0.2688, val acc2: 0.0000
[2025-07-06 23:18:37] Epoch: 13, train loss: 7.4113, train loss1: 0.3360, train loss2: 926.7423, train loss3: 3.1250, train acc1: 0.8877, train acc2: 0.0968
[2025-07-06 23:19:09] Epoch: 13, val loss: 545.6661, val loss1: 11.9381, val loss2: 527.9572, val loss3: 5.7708, val acc1: 0.2696, val acc2: 0.0000
[2025-07-06 23:20:25] Epoch: 14, train loss: 7.1634, train loss1: 0.3113, train loss2: 926.6940, train loss3: 3.1238, train acc1: 0.8941, train acc2: 0.0973
[2025-07-06 23:20:58] Epoch: 14, val loss: 545.4657, val loss1: 11.7932, val loss2: 527.9048, val loss3: 5.7677, val acc1: 0.2682, val acc2: 0.0000
[2025-07-06 23:22:17] Epoch: 15, train loss: 6.9804, train loss1: 0.2930, train loss2: 926.6698, train loss3: 3.1236, train acc1: 0.9016, train acc2: 0.0979
[2025-07-06 23:22:52] Epoch: 15, val loss: 546.2703, val loss1: 12.4932, val loss2: 527.9211, val loss3: 5.8560, val acc1: 0.2750, val acc2: 0.0000
[2025-07-06 23:24:08] Epoch: 16, train loss: 6.8046, train loss1: 0.2756, train loss2: 926.6447, train loss3: 3.1223, train acc1: 0.9070, train acc2: 0.0988
[2025-07-06 23:24:41] Epoch: 16, val loss: 546.4572, val loss1: 12.6519, val loss2: 527.8705, val loss3: 5.9347, val acc1: 0.2700, val acc2: 0.0000
[2025-07-06 23:25:57] Epoch: 17, train loss: 6.6746, train loss1: 0.2624, train loss2: 926.6075, train loss3: 3.1237, train acc1: 0.9112, train acc2: 0.0985
[2025-07-06 23:26:31] Epoch: 17, val loss: 546.1262, val loss1: 12.4314, val loss2: 527.8628, val loss3: 5.8320, val acc1: 0.2750, val acc2: 0.0000
[2025-07-06 23:27:49] Epoch: 18, train loss: 6.6418, train loss1: 0.2592, train loss2: 926.5683, train loss3: 3.1231, train acc1: 0.9120, train acc2: 0.0972
[2025-07-06 23:28:23] Epoch: 18, val loss: 546.5914, val loss1: 12.8403, val loss2: 527.8433, val loss3: 5.9078, val acc1: 0.2798, val acc2: 0.0000
[2025-07-06 23:29:40] Epoch: 19, train loss: 6.4796, train loss1: 0.2431, train loss2: 926.5245, train loss3: 3.1221, train acc1: 0.9180, train acc2: 0.0987
[2025-07-06 23:30:14] Epoch: 19, val loss: 547.3186, val loss1: 13.4916, val loss2: 527.8138, val loss3: 6.0132, val acc1: 0.2715, val acc2: 0.0000
[2025-07-06 23:31:31] Epoch: 20, train loss: 6.3914, train loss1: 0.2342, train loss2: 926.4822, train loss3: 3.1224, train acc1: 0.9196, train acc2: 0.0978
[2025-07-06 23:32:06] Epoch: 20, val loss: 547.2763, val loss1: 13.4959, val loss2: 527.8249, val loss3: 5.9555, val acc1: 0.2692, val acc2: 0.0000
[2025-07-06 23:33:24] Epoch: 21, train loss: 6.2248, train loss1: 0.2176, train loss2: 926.4194, train loss3: 3.1229, train acc1: 0.9253, train acc2: 0.0989
[2025-07-06 23:33:58] Epoch: 21, val loss: 547.4147, val loss1: 13.5515, val loss2: 527.8404, val loss3: 6.0228, val acc1: 0.2729, val acc2: 0.0000
[2025-07-06 23:35:16] Epoch: 22, train loss: 6.2362, train loss1: 0.2188, train loss2: 926.3465, train loss3: 3.1218, train acc1: 0.9243, train acc2: 0.0973
[2025-07-06 23:35:49] Epoch: 22, val loss: 547.4756, val loss1: 13.5968, val loss2: 527.8358, val loss3: 6.0430, val acc1: 0.2766, val acc2: 0.0000
[2025-07-06 23:37:04] Epoch: 23, train loss: 6.2035, train loss1: 0.2156, train loss2: 926.1846, train loss3: 3.1211, train acc1: 0.9260, train acc2: 0.0981
[2025-07-06 23:37:36] Epoch: 23, val loss: 548.1188, val loss1: 14.3277, val loss2: 527.7497, val loss3: 6.0415, val acc1: 0.2695, val acc2: 0.0000
[2025-07-06 23:38:55] Epoch: 24, train loss: 5.9479, train loss1: 0.1901, train loss2: 926.0420, train loss3: 3.1207, train acc1: 0.9344, train acc2: 0.0992
[2025-07-06 23:39:29] Epoch: 24, val loss: 548.7103, val loss1: 14.7778, val loss2: 527.7918, val loss3: 6.1407, val acc1: 0.2681, val acc2: 0.0000
[2025-07-06 23:40:44] Epoch: 25, train loss: 5.8750, train loss1: 0.1828, train loss2: 925.9329, train loss3: 3.1211, train acc1: 0.9372, train acc2: 0.0979
[2025-07-06 23:41:17] Epoch: 25, val loss: 548.6196, val loss1: 14.7485, val loss2: 527.7640, val loss3: 6.1071, val acc1: 0.2741, val acc2: 0.0000
[2025-07-06 23:42:33] Epoch: 26, train loss: 5.7581, train loss1: 0.1713, train loss2: 926.1749, train loss3: 3.1185, train acc1: 0.9401, train acc2: 0.0984
[2025-07-06 23:43:04] Epoch: 26, val loss: 548.7126, val loss1: 14.8038, val loss2: 527.7446, val loss3: 6.1642, val acc1: 0.2697, val acc2: 0.0000
[2025-07-06 23:44:18] Epoch: 27, train loss: 5.8466, train loss1: 0.1800, train loss2: 926.1100, train loss3: 3.1202, train acc1: 0.9380, train acc2: 0.0992
[2025-07-06 23:44:51] Epoch: 27, val loss: 548.1738, val loss1: 14.3005, val loss2: 527.7363, val loss3: 6.1370, val acc1: 0.2729, val acc2: 0.0000
[2025-07-06 23:46:10] Epoch: 28, train loss: 5.8210, train loss1: 0.1774, train loss2: 926.0113, train loss3: 3.1206, train acc1: 0.9388, train acc2: 0.0987
[2025-07-06 23:46:43] Epoch: 28, val loss: 548.8057, val loss1: 14.9548, val loss2: 527.7355, val loss3: 6.1153, val acc1: 0.2717, val acc2: 0.0000
[2025-07-06 23:47:59] Epoch: 29, train loss: 5.6072, train loss1: 0.1562, train loss2: 925.8765, train loss3: 3.1196, train acc1: 0.9456, train acc2: 0.0999
[2025-07-06 23:48:32] Epoch: 29, val loss: 549.7359, val loss1: 15.5629, val loss2: 527.7430, val loss3: 6.4300, val acc1: 0.2711, val acc2: 0.0000
[2025-07-06 23:49:48] Epoch: 30, train loss: 5.4339, train loss1: 0.1388, train loss2: 926.0772, train loss3: 3.1201, train acc1: 0.9513, train acc2: 0.0995
[2025-07-06 23:50:20] Epoch: 30, val loss: 549.6854, val loss1: 15.6583, val loss2: 527.6907, val loss3: 6.3364, val acc1: 0.2735, val acc2: 0.0000
[2025-07-06 23:51:41] Epoch: 31, train loss: 5.4833, train loss1: 0.1438, train loss2: 926.3402, train loss3: 3.1191, train acc1: 0.9490, train acc2: 0.0996
[2025-07-06 23:52:15] Epoch: 31, val loss: 549.7799, val loss1: 15.7284, val loss2: 527.7224, val loss3: 6.3292, val acc1: 0.2759, val acc2: 0.0000
[2025-07-06 23:53:31] Epoch: 32, train loss: 5.4447, train loss1: 0.1399, train loss2: 926.3247, train loss3: 3.1198, train acc1: 0.9514, train acc2: 0.0987
[2025-07-06 23:54:03] Epoch: 32, val loss: 550.0363, val loss1: 16.1345, val loss2: 527.7248, val loss3: 6.1770, val acc1: 0.2745, val acc2: 0.0000
[2025-07-06 23:55:22] Epoch: 33, train loss: 5.3631, train loss1: 0.1317, train loss2: 926.2958, train loss3: 3.1194, train acc1: 0.9539, train acc2: 0.0992
[2025-07-06 23:55:54] Epoch: 33, val loss: 550.8461, val loss1: 16.8483, val loss2: 527.7192, val loss3: 6.2786, val acc1: 0.2694, val acc2: 0.0000
[2025-07-06 23:57:10] Epoch: 34, train loss: 5.2682, train loss1: 0.1224, train loss2: 926.2836, train loss3: 3.1182, train acc1: 0.9566, train acc2: 0.0987
[2025-07-06 23:57:43] Epoch: 34, val loss: 551.1371, val loss1: 17.0411, val loss2: 527.7147, val loss3: 6.3813, val acc1: 0.2719, val acc2: 0.0000
[2025-07-06 23:59:02] Epoch: 35, train loss: 5.3243, train loss1: 0.1279, train loss2: 926.2638, train loss3: 3.1189, train acc1: 0.9551, train acc2: 0.0978
[2025-07-06 23:59:35] Epoch: 35, val loss: 550.8778, val loss1: 16.9041, val loss2: 527.7042, val loss3: 6.2695, val acc1: 0.2715, val acc2: 0.0000
[2025-07-07 00:00:51] Epoch: 36, train loss: 5.2469, train loss1: 0.1202, train loss2: 926.2488, train loss3: 3.1188, train acc1: 0.9571, train acc2: 0.0989
[2025-07-07 00:01:23] Epoch: 36, val loss: 550.8578, val loss1: 16.8332, val loss2: 527.6944, val loss3: 6.3302, val acc1: 0.2776, val acc2: 0.0000
[2025-07-07 00:02:40] Epoch: 37, train loss: 5.2075, train loss1: 0.1162, train loss2: 926.2398, train loss3: 3.1188, train acc1: 0.9590, train acc2: 0.0993
[2025-07-07 00:03:12] Epoch: 37, val loss: 551.4276, val loss1: 17.1856, val loss2: 527.7274, val loss3: 6.5146, val acc1: 0.2727, val acc2: 0.0000
[2025-07-07 00:04:29] Epoch: 38, train loss: 5.1288, train loss1: 0.1084, train loss2: 926.2329, train loss3: 3.1184, train acc1: 0.9615, train acc2: 0.0995
[2025-07-07 00:05:01] Epoch: 38, val loss: 551.8823, val loss1: 17.9505, val loss2: 527.7132, val loss3: 6.2187, val acc1: 0.2714, val acc2: 0.0000
[2025-07-07 00:06:21] Epoch: 39, train loss: 5.0278, train loss1: 0.0984, train loss2: 926.2093, train loss3: 3.1177, train acc1: 0.9647, train acc2: 0.0977
[2025-07-07 00:06:53] Epoch: 39, val loss: 553.1352, val loss1: 18.8877, val loss2: 527.7140, val loss3: 6.5335, val acc1: 0.2738, val acc2: 0.0000
[2025-07-07 00:08:09] Epoch: 40, train loss: 5.0606, train loss1: 0.1015, train loss2: 926.1990, train loss3: 3.1189, train acc1: 0.9646, train acc2: 0.0992
[2025-07-07 00:08:41] Epoch: 40, val loss: 552.8021, val loss1: 18.6382, val loss2: 527.6958, val loss3: 6.4680, val acc1: 0.2637, val acc2: 0.0000
[2025-07-07 00:09:59] Epoch: 41, train loss: 5.0637, train loss1: 0.1020, train loss2: 926.1887, train loss3: 3.1177, train acc1: 0.9637, train acc2: 0.0991
[2025-07-07 00:10:34] Epoch: 41, val loss: 552.2448, val loss1: 18.0718, val loss2: 527.7085, val loss3: 6.4645, val acc1: 0.2722, val acc2: 0.0000
[2025-07-07 00:11:52] Epoch: 42, train loss: 5.2560, train loss1: 0.1212, train loss2: 926.1745, train loss3: 3.1179, train acc1: 0.9578, train acc2: 0.0997
[2025-07-07 00:12:24] Epoch: 42, val loss: 552.7265, val loss1: 18.4075, val loss2: 527.7138, val loss3: 6.6052, val acc1: 0.2732, val acc2: 0.0000
[2025-07-07 00:13:41] Epoch: 43, train loss: 5.0768, train loss1: 0.1033, train loss2: 926.1644, train loss3: 3.1181, train acc1: 0.9639, train acc2: 0.0993
[2025-07-07 00:14:12] Epoch: 43, val loss: 553.8995, val loss1: 19.3994, val loss2: 527.7125, val loss3: 6.7876, val acc1: 0.2718, val acc2: 0.0000
[2025-07-07 00:15:25] Epoch: 44, train loss: 5.1312, train loss1: 0.1087, train loss2: 926.1416, train loss3: 3.1178, train acc1: 0.9615, train acc2: 0.0996
[2025-07-07 00:15:56] Epoch: 44, val loss: 553.2574, val loss1: 19.0793, val loss2: 527.7081, val loss3: 6.4700, val acc1: 0.2664, val acc2: 0.0000
[2025-07-07 00:17:13] Epoch: 45, train loss: 4.9119, train loss1: 0.0869, train loss2: 926.1308, train loss3: 3.1171, train acc1: 0.9695, train acc2: 0.0995
[2025-07-07 00:17:45] Epoch: 45, val loss: 554.1406, val loss1: 19.7046, val loss2: 527.7016, val loss3: 6.7344, val acc1: 0.2697, val acc2: 0.0000
[2025-07-07 00:18:59] Epoch: 46, train loss: 4.8930, train loss1: 0.0850, train loss2: 926.1045, train loss3: 3.1171, train acc1: 0.9702, train acc2: 0.1000
[2025-07-07 00:19:32] Epoch: 46, val loss: 553.8350, val loss1: 19.6342, val loss2: 527.6880, val loss3: 6.5128, val acc1: 0.2661, val acc2: 0.0000
[2025-07-07 00:20:48] Epoch: 47, train loss: 4.9679, train loss1: 0.0923, train loss2: 926.0824, train loss3: 3.1185, train acc1: 0.9681, train acc2: 0.0991
[2025-07-07 00:21:18] Epoch: 47, val loss: 554.2928, val loss1: 19.7294, val loss2: 527.6893, val loss3: 6.8741, val acc1: 0.2709, val acc2: 0.0000
[2025-07-07 00:22:30] Epoch: 48, train loss: 5.0495, train loss1: 0.1006, train loss2: 926.0756, train loss3: 3.1172, train acc1: 0.9654, train acc2: 0.0994
[2025-07-07 00:23:02] Epoch: 48, val loss: 555.3856, val loss1: 20.9649, val loss2: 527.6801, val loss3: 6.7407, val acc1: 0.2702, val acc2: 0.0000
[2025-07-07 00:24:17] Epoch: 49, train loss: 4.8086, train loss1: 0.0765, train loss2: 926.0555, train loss3: 3.1173, train acc1: 0.9729, train acc2: 0.0994
[2025-07-07 00:24:47] Epoch: 49, val loss: 554.9111, val loss1: 20.4222, val loss2: 527.6914, val loss3: 6.7974, val acc1: 0.2720, val acc2: 0.0000
[2025-07-07 00:25:59] Epoch: 50, train loss: 4.8930, train loss1: 0.0850, train loss2: 926.0283, train loss3: 3.1172, train acc1: 0.9700, train acc2: 0.0996
[2025-07-07 00:26:31] Epoch: 50, val loss: 555.3396, val loss1: 20.8679, val loss2: 527.6562, val loss3: 6.8154, val acc1: 0.2764, val acc2: 0.0000
[2025-07-07 00:27:45] Epoch: 51, train loss: 4.9597, train loss1: 0.0916, train loss2: 926.0803, train loss3: 3.1173, train acc1: 0.9676, train acc2: 0.1009
[2025-07-07 00:28:15] Epoch: 51, val loss: 556.0918, val loss1: 21.4008, val loss2: 527.7289, val loss3: 6.9621, val acc1: 0.2716, val acc2: 0.0000
[2025-07-07 00:29:31] Epoch: 52, train loss: 4.7678, train loss1: 0.0724, train loss2: 926.1326, train loss3: 3.1176, train acc1: 0.9743, train acc2: 0.0997
[2025-07-07 00:30:03] Epoch: 52, val loss: 556.9370, val loss1: 22.3028, val loss2: 527.7073, val loss3: 6.9269, val acc1: 0.2751, val acc2: 0.0000
[2025-07-07 00:31:21] Epoch: 53, train loss: 4.7896, train loss1: 0.0746, train loss2: 926.0893, train loss3: 3.1172, train acc1: 0.9742, train acc2: 0.0997
[2025-07-07 00:31:53] Epoch: 53, val loss: 556.5447, val loss1: 22.1900, val loss2: 527.7199, val loss3: 6.6348, val acc1: 0.2721, val acc2: 0.0000
[2025-07-07 00:33:08] Epoch: 54, train loss: 4.7028, train loss1: 0.0659, train loss2: 926.0470, train loss3: 3.1176, train acc1: 0.9768, train acc2: 0.0995
[2025-07-07 00:33:39] Epoch: 54, val loss: 556.4270, val loss1: 21.8457, val loss2: 527.7049, val loss3: 6.8764, val acc1: 0.2796, val acc2: 0.0000
[2025-07-07 00:34:53] Epoch: 55, train loss: 4.7195, train loss1: 0.0676, train loss2: 926.0151, train loss3: 3.1171, train acc1: 0.9764, train acc2: 0.0997
[2025-07-07 00:35:26] Epoch: 55, val loss: 556.6599, val loss1: 22.3138, val loss2: 527.6948, val loss3: 6.6513, val acc1: 0.2761, val acc2: 0.0000
[2025-07-07 00:36:39] Epoch: 56, train loss: 4.7280, train loss1: 0.0685, train loss2: 925.9546, train loss3: 3.1172, train acc1: 0.9757, train acc2: 0.0997
[2025-07-07 00:37:09] Epoch: 56, val loss: 557.0154, val loss1: 22.4165, val loss2: 527.6915, val loss3: 6.9073, val acc1: 0.2729, val acc2: 0.0000
[2025-07-07 00:38:25] Epoch: 57, train loss: 4.6377, train loss1: 0.0595, train loss2: 925.8870, train loss3: 3.1170, train acc1: 0.9787, train acc2: 0.0998
[2025-07-07 00:38:57] Epoch: 57, val loss: 557.3377, val loss1: 22.7614, val loss2: 527.7046, val loss3: 6.8717, val acc1: 0.2714, val acc2: 0.0000
[2025-07-07 00:40:12] Epoch: 58, train loss: 4.6423, train loss1: 0.0600, train loss2: 925.8404, train loss3: 3.1168, train acc1: 0.9794, train acc2: 0.0998
[2025-07-07 00:40:44] Epoch: 58, val loss: 558.6200, val loss1: 23.8911, val loss2: 527.7082, val loss3: 7.0207, val acc1: 0.2722, val acc2: 0.0000
[2025-07-07 00:42:00] Epoch: 59, train loss: 4.6608, train loss1: 0.0618, train loss2: 925.7628, train loss3: 3.1166, train acc1: 0.9785, train acc2: 0.1001
[2025-07-07 00:42:33] Epoch: 59, val loss: 557.9602, val loss1: 23.4727, val loss2: 527.6793, val loss3: 6.8082, val acc1: 0.2700, val acc2: 0.0000
[2025-07-07 00:43:47] Epoch: 60, train loss: 4.6856, train loss1: 0.0644, train loss2: 925.6042, train loss3: 3.1164, train acc1: 0.9777, train acc2: 0.0999
[2025-07-07 00:44:19] Epoch: 60, val loss: 557.7742, val loss1: 23.1379, val loss2: 527.7044, val loss3: 6.9318, val acc1: 0.2714, val acc2: 0.0000
[2025-07-07 00:45:35] Epoch: 61, train loss: 4.8397, train loss1: 0.0797, train loss2: 925.5647, train loss3: 3.1173, train acc1: 0.9722, train acc2: 0.0997
